% Model:              Carbon_capture_model_with_help_from_Neeraj_update_1.mph
% Version:            COMSOL 5.3.0.316
% Date:               Mar 26 2026, 14:45
% Dimension:          1
% Nodes:              111
% Expressions:        1
% Description:        Line graph
% X                       Height
0                         0.33038587421214094
0.00233102681411883       0.32236154123931043
0.004662053628237662      0.31391491207442634
0.006993080442356491      0.3050459867174889
0.009324107256475323      0.29575476516849797
0.011655134070594153      0.2860412474274535
0.014800252446043015      0.28388244449583466
0.01794537082149188       0.2817025054186884
0.021090489196940742      0.2795014301960149
0.024235607572389607      0.2772792188278143
0.02738072594783847       0.2750358713140862
0.031624250533515696      0.27238247461380255
0.035867775119192924      0.26968963726124723
0.04011129970487015       0.2669573592564204
0.044354824290547386      0.264185640599322
0.048598348876224606      0.26137448128995183
0.054326356543289676      0.25913843808838777
0.060054364210354746      0.2568742297863108
0.06578237187741982       0.25458185638372105
0.0715103795444849        0.25226131788061856
0.07723838721154996       0.24991261427700318
0.08496803037298847       0.2476571260353859
0.092697673534427         0.245372594503726
0.1004273166958655        0.24305901968202367
0.10815695985730403       0.2407164015702789
0.11588660301874254       0.23834474016849153
0.12629786808417381       0.2360835695070033
0.13670913314960506       0.23379299333368025
0.14712039821503634       0.23147301164852266
0.15753166328046758       0.22912362445153042
0.16794292834589886       0.22674483174270343
0.1807952134796634        0.2246179228449576
0.19364749861342795       0.2224649036878027
0.2064997837471925        0.22028577427123885
0.21935206888095707       0.2180805345952661
0.23220435401472161       0.21584918465988429
0.24559413631398552       0.21407239138615403
0.25898391861324943       0.2122773894707992
0.2723737009125134        0.2104641789138199
0.28576348321177736       0.20863275971521617
0.29915326551104127       0.20678313187498787
0.3125430478103052        0.20528899583794855
0.32593283010956914       0.2037819406768652
0.33932261240883305       0.20226196639173794
0.352712394708097         0.20072907298256681
0.3661021770073609        0.1991832604493516
0.3794919593066248        0.19788421210765725
0.3928817416058888        0.19657534093889764
0.4062715239051527        0.19525664694307288
0.41966130620441666       0.193928130120183
0.43305108850368057       0.19258979047022787
0.44644087080294453       0.19142713080955628
0.4598306531022084        0.19025655012299117
0.47322043540147235       0.18907804841053263
0.4866102177007363        0.18789162567218062
0.5000000000000002        0.1866972819079351
0.5133897822992641        0.18563477413247448
0.526779564598528         0.1845656047119904
0.5401693468977921        0.18348977364648306
0.553559129197056         0.18240728093595235
0.5669489114963199        0.18131812658039828
0.5803386937955838        0.18032572586493079
0.5937284760948478        0.17932747085223041
0.6071182583941117        0.17832336154229725
0.6205080406933756        0.17731339793513132
0.6338978229926395        0.1762975800307325
0.6472876052919034        0.1753610803301369
0.6606773875911673        0.17441932842112842
0.6740671698904313        0.17347232430370724
0.6874569521896953        0.17252006797787328
0.7008467344889592        0.17156255944362653
0.7142365167882231        0.17066274156208988
0.7276262990874871        0.16975803884129384
0.741016081386751         0.16884845128123852
0.7544058636860149        0.1679339788819239
0.7677956459852788        0.16701462164334988
0.7806479311190433        0.16618586528179138
0.7935002162528078        0.16535294191573616
0.8063525013865722        0.1645158515451843
0.8192047865203367        0.16367459417013583
0.832057071654101         0.16282916979059064
0.8424683367195323        0.1621692000644868
0.8528796017849635        0.16150658327088896
0.8632908668503947        0.16084131940979726
0.8737021319158259        0.16017340848121173
0.8841133969812571        0.15950285048513219
0.8918430401426958        0.15903109328323334
0.8995726833041343        0.15855798288150508
0.9073023264655729        0.15808351927994746
0.9150319696270116        0.1576077024785605
0.9227616127884501        0.15713053247734415
0.9284896204555152        0.15677295070200806
0.9342176281225802        0.15641458955846888
0.9399456357896453        0.1560554490467266
0.9456736434567103        0.15569552916678134
0.9514016511237753        0.15533482991863293
0.9556451757094526        0.15509198189501022
0.95988870029513          0.15484877413264692
0.9641322248808071        0.15460520663154312
0.9683757494664845        0.15436127939169877
0.9726192740521618        0.15411699241311386
0.9757643924276106        0.15391571011940877
0.9789095108030594        0.153714180012842
0.9820546291785082        0.15351240209341369
0.9851997475539571        0.15331037636112382
0.988344865929406         0.15310810281597229
0.9906758927435247        0.15298583356534567
0.9930069195576435        0.1528634729701954
0.9953379463717624        0.15274102103052142
0.9976689731858812        0.15261847774632384
1                         0.15249584311760253
